Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Weather_Description,Work_Suitability,Flood_Risk
"Kochi, Kerala",5/15/2024,26.01,79.66,9.95285204,11.68,Heavy Rainfall,No,High
"Kota, Rajasthan",5/2/2024,26.78,23.47,5.883407575,7.51,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",1/14/2024,35.74,61.5,7.770011216,19.18,Heavy Rainfall,No,Low
"Indore, Madhya Pradesh",5/4/2024,34.15,38.93,1.977373654,22.52,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2/28/2024,31.93,60.31,9.305106951,18.51,Heavy Rainfall,No,High
"Jamnagar, Gujarat",4/27/2024,27.1,52.46,6.190061774,7.17,Moderate Rainfall,Yes,High
"Mumbai, Maharashtra",4/21/2024,25.29,74.08,8.911575987,19.65,Heavy Rainfall,No,High
Delhi,1/30/2024,25.87,53.09,2.711634264,13.1,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",1/24/2024,5.413730857,35.68726468,0.762616384,15.72218136,Clear,Yes,Low
"Chennai, Tamil Nadu",3/31/2024,26.45,64.45,4.80741024,6.54,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",3/31/2024,23.48,32.42,0.645544763,23.35,Clear,Yes,Low
"Agra, Uttar Pradesh",3/17/2024,23.74,56.85,3.345277185,14.32,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2/29/2024,22.81,44.57,9.155524228,10.38,Heavy Rainfall,No,High
"Hazira, Gujarat",1/12/2024,23,40.34,7.94499459,17.96,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",1/27/2024,29.92,45.63,7.257985789,12.95,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",2/15/2024,36.89,83.8,3.983462081,20.1,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2/17/2024,29.84,42.93,5.546792542,5.86,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",4/29/2024,32.15,30.8,1.021669782,24.51,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",1/5/2024,25.59,48.13,0.810419862,17.78,Clear,Yes,Low
"Pata, Uttar Pradesh",4/7/2024,27.6,61.13,2.551852731,6.84,Moderate Rainfall,Yes,Low
"Kochi, Kerala",3/8/2024,25.87,90.23,6.191528683,7.94,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",3/30/2024,35.78,34.9,2.156031106,15.74,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",5/1/2024,39.18,35.17,6.54083089,16.98,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2/11/2024,33.95,32.69,9.225794217,15.87,Heavy Rainfall,No,High
"Gandhar, Gujarat",1/20/2024,31.89,62.3,8.665051752,10.23,Heavy Rainfall,No,High
"Jamnagar, Gujarat",4/13/2024,29.24,63.25,4.710398342,17.99,Moderate Rainfall,Yes,High
"Mumbai, Maharashtra",2/3/2024,26.2,72.47,8.678719143,22.72,Heavy Rainfall,No,High
Delhi,2/8/2024,31.9,22.79,4.679049863,15.27,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",5/16/2024,25.32338669,76.85219354,6.818928242,25.93085612,Moderate Rainfall,Yes,High
"Chennai, Tamil Nadu",4/25/2024,33.05,87.25,4.651369278,6.6,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",3/3/2024,29.12,32.25,6.571958193,10.43,Moderate Rainfall,Yes,High
"Agra, Uttar Pradesh",4/10/2024,26.05,37.88,3.991501146,15.3,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",5/17/2024,15.37,48.45,9.320685541,11.31,Heavy Rainfall,No,High
"Hazira, Gujarat",1/7/2024,26.13,52.34,8.967941145,5.64,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2/17/2024,29.93,52.98,2.074683894,21.95,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",1/13/2024,25.22,70.78,2.248117597,14.17,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",4/13/2024,22.66,41.64,3.551627812,20.11,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",1/9/2024,32.09,39.72,0.853215304,14.86,Clear,Yes,Low
"Bijaipur, Madhya Pradesh",3/2/2024,35,45.23,0.756922453,15.29,Other,Yes,Low
"Pata, Uttar Pradesh",5/11/2024,14.54,65.01,0.262814557,6.53,Clear,Yes,Low
"Kochi, Kerala",4/7/2024,31.59,93.25,3.074059058,12.88,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",4/27/2024,37.74,24.02,7.336354422,19.14,Heavy Rainfall,No,Low
"Nagpur, Maharashtra",2/28/2024,33.72,44.28,7.216829109,12.52,Heavy Rainfall,No,Low
"Indore, Madhya Pradesh",4/9/2024,35.12,36.38,8.783930734,17.85,Heavy Rainfall,No,High
"Gandhar, Gujarat",2/16/2024,32.74,57.21,3.179110393,14.97,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2/17/2024,30.66,60.34,8.225102359,5.87,Heavy Rainfall,No,High
"Mumbai, Maharashtra",5/15/2024,24.13,63.61,2.06295776,10.1,Moderate Rainfall,Yes,Low
Delhi,3/18/2024,27.8,47.79,8.064717818,28.81,Heavy Rainfall,No,High
"Bengaluru, Karnataka",5/15/2024,-1.376399074,62.37232882,2.098132798,2.669286997,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",3/31/2024,35.95,70.57,3.987554276,10.79,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2/18/2024,25.15,39.95,0.209053092,20.07,Clear,Yes,Low
"Agra, Uttar Pradesh",4/9/2024,35.31,37.18,1.566032466,13.33,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",4/20/2024,16.45,34.07,3.061286347,7.28,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",3/9/2024,30.79,68.21,7.353733974,7.84,Heavy Rainfall,No,Low
"Vijaipur, Madhya Pradesh",2/14/2024,39.29,56.95,6.851263122,18.91,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",1/23/2024,28.87,80.8,0.437932341,16.83,Clear,Yes,Low
"Jagdishpur, Uttar Pradesh",3/9/2024,28.71,45.86,2.210050672,5.25,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",3/16/2024,34.58,61.64,1.494469736,25.83,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2/28/2024,36.13,53.56,0.21798848,17.56,Clear,Yes,Low
"Pata, Uttar Pradesh",4/14/2024,11,65.67,5.850362527,6.24,Moderate Rainfall,Yes,Low
"Kochi, Kerala",3/28/2024,31.32,94.48,2.666851773,5.03,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2/2/2024,38.79,46.24,1.238059014,5.13,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",5/14/2024,27.33,60.56,8.544755775,13.49,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",4/3/2024,26.14,41.32,8.807707125,12.31,Heavy Rainfall,No,High
"Gandhar, Gujarat",4/7/2024,35.51,57.06,8.770704159,8.62,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2/23/2024,36.46,49.03,8.060726035,9.01,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2/6/2024,33.49,68.49,7.873190441,12.99,Heavy Rainfall,No,Low
Delhi,1/8/2024,34.32,39.89,1.495597564,8.19,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",3/26/2024,9.022080183,37.18365825,2.90975661,26.60134713,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",5/18/2024,29.79,71.95,7.457786655,8.77,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",3/7/2024,20.08,45.17,9.527048823,8.25,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",1/27/2024,32.2,54.55,5.904467933,11.19,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",1/22/2024,33.98,48.41,4.66986068,7.27,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2/8/2024,35.09,43.76,1.117930906,9.93,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2/26/2024,36.01,39.8,5.007705095,29.32,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",5/2/2024,30.1,73.42,6.173309292,21.51,Moderate Rainfall,Yes,High
"Jagdishpur, Uttar Pradesh",1/20/2024,22.37,54.5,1.610031896,22.33,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2/29/2024,38.16,56.26,7.374622301,15.43,Heavy Rainfall,No,Low
"Bijaipur, Madhya Pradesh",4/12/2024,26.25,36.14,3.55082589,22.94,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",4/14/2024,24.87,62.94,7.498967353,6.23,Heavy Rainfall,No,Low
"Kochi, Kerala",1/14/2024,25.82,87.84,2.848686136,8.28,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2/27/2024,26.91,43.87,7.836835885,5.39,Heavy Rainfall,No,High
"Nagpur, Maharashtra",1/9/2024,24.23,59.88,3.248379389,13.9,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2/20/2024,30.25,43.75,6.230971082,18.21,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",3/20/2024,33.62,67.11,1.394691676,19.83,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",4/13/2024,24.76,49.33,1.734363245,5.4,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",5/8/2024,33.69,79.19,6.131861776,19.23,Moderate Rainfall,Yes,High
Delhi,2/12/2024,37.8,50.67,10.21155493,5.74,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2/21/2024,10.6615221,81.89740546,6.7551495,18.82296306,Moderate Rainfall,Yes,High
"Chennai, Tamil Nadu",4/6/2024,25.63,88.54,7.426963964,10.98,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",1/24/2024,33.5,33.04,6.821227357,14.5,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",5/10/2024,33.92,55.11,9.504728589,12.27,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2/7/2024,24.37,51,3.595908684,15.5,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",3/6/2024,25.05,53.31,9.517593312,5.26,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",3/5/2024,33.3,35.22,1.5833174,28.27,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",4/12/2024,35.66,63.3,1.544224573,22.26,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",1/13/2024,20.43,61.02,3.693302369,14.77,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",5/6/2024,29.41,34.95,3.360702764,25.37,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",1/18/2024,36.33,53.47,6.222602177,27.05,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2/21/2024,11.19,53.66,2.079618624,3.7,Moderate Rainfall,Yes,Low
"Kochi, Kerala",3/4/2024,25.12,75.4,4.705982239,11.22,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",4/18/2024,37.55,21.67,6.601617958,8.52,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",5/10/2024,38.18,60.71,9.422258131,14.05,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",1/17/2024,28.15,45.81,7.936607275,20.54,Heavy Rainfall,No,High
"Gandhar, Gujarat",2/1/2024,27.01,61.57,2.002833299,16.86,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",3/22/2024,27.22,45.65,8.502336992,6.3,Heavy Rainfall,No,High
"Mumbai, Maharashtra",5/4/2024,27.58,62.47,8.948863953,12.14,Heavy Rainfall,No,High
Delhi,1/21/2024,12.92,44.82,7.587667366,28.93,Heavy Rainfall,No,High
"Bengaluru, Karnataka",4/4/2024,-2.540576513,59.55997111,2.65100302,7.162685069,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2/4/2024,25.76,61.58,6.469753567,7.07,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",3/10/2024,32.7,35.98,3.150792449,9.88,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",1/5/2024,22.25,34.17,7.266120976,9.41,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",3/4/2024,16.93,44.17,6.468079575,5.68,Moderate Rainfall,Yes,High
"Hazira, Gujarat",5/5/2024,26.11,52.25,8.29118433,13.89,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",4/3/2024,27.43,41.08,1.963370296,24.73,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2/17/2024,31.7,84.39,7.042378364,25.98,Heavy Rainfall,No,Low
"Jagdishpur, Uttar Pradesh",3/1/2024,22.01,66.17,0.61798999,7.82,Clear,Yes,Low
"Bina, Madhya Pradesh",2/6/2024,29.1,64.3,0.883782566,10.29,Clear,Yes,Low
"Bijaipur, Madhya Pradesh",3/26/2024,29.23,58.46,6.634907499,27.27,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",1/19/2024,29.16,55.84,5.642084953,7.24,Moderate Rainfall,Yes,Low
"Kochi, Kerala",1/7/2024,27.27,73.2,4.979625972,17.91,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",1/26/2024,35.44,33.46,8.315415302,17.67,Heavy Rainfall,No,High
"Nagpur, Maharashtra",1/31/2024,36.67,36.87,9.518998472,24.93,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",5/11/2024,35.16,40.97,7.00600706,17.63,Heavy Rainfall,No,Low
"Gandhar, Gujarat",4/7/2024,33.16,66.4,0.67721334,9.53,Clear,Yes,Low
"Jamnagar, Gujarat",5/9/2024,24.92,63.63,1.97884703,5.75,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2/18/2024,33.09,80.66,3.488621508,11.54,Moderate Rainfall,Yes,Low
Delhi,1/22/2024,14.88,40.94,7.383809615,9.09,Heavy Rainfall,No,High
"Bengaluru, Karnataka",1/2/2024,-8.064387943,48.61266913,9.959318488,24.20335881,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",3/29/2024,25.53,80.64,1.899421365,10.34,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",1/28/2024,21.54,31.49,3.687409712,16.4,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2/4/2024,28.69,53.31,3.179511189,8.57,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",5/1/2024,31,32.72,8.225076237,12.34,Heavy Rainfall,No,High
"Hazira, Gujarat",2/8/2024,22.99,59.29,2.310413707,5.36,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",3/29/2024,36.02,50.68,6.850932685,20.94,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",4/14/2024,33.52,65.66,9.266774521,10.69,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",5/6/2024,33.48,69.97,1.369397022,10.54,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2/12/2024,24.5,40.63,4.800170831,21.89,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",3/2/2024,30.03,41,5.109494695,17.25,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",3/26/2024,19.54,57.86,1.760083607,2.94,Moderate Rainfall,Yes,Low
"Kochi, Kerala",4/11/2024,24.12,88.99,2.981695141,6.54,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",4/6/2024,37.2,39.51,1.647938944,10.34,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",3/20/2024,27.08,39.35,2.16253329,11.26,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",4/8/2024,24.15,32.25,1.141847039,24.56,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",4/4/2024,25.93,59.72,6.651617566,10.32,Moderate Rainfall,Yes,High
"Jamnagar, Gujarat",5/16/2024,28.74,51.87,5.879505149,15.37,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2/13/2024,29.84,75.78,6.980600412,16.78,Moderate Rainfall,Yes,High
Delhi,3/31/2024,26.98,42.87,2.619850349,9.3,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",1/29/2024,38.80432185,85.16591263,7.57350474,1.248867782,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",1/29/2024,26.07,77.01,9.403178692,10.8,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",3/29/2024,20.62,55.67,5.598102172,10.83,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",1/19/2024,20.5,32.94,3.851727447,19.15,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",4/10/2024,29.54,33.22,7.048185332,19.62,Heavy Rainfall,No,High
"Hazira, Gujarat",4/4/2024,28.3,55.61,8.850012079,10.55,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",3/21/2024,28.56,40.8,7.848290554,21.07,Heavy Rainfall,No,Low
"Kakinada, Andhra Pradesh",2/6/2024,35.28,69.41,0.351042134,12.53,Other,Yes,Low
"Jagdishpur, Uttar Pradesh",4/17/2024,24.87,58.97,3.998856344,18.71,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",1/11/2024,34.92,46.46,1.974207639,10.16,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",5/1/2024,37.3,59.93,3.573889892,11.65,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",1/9/2024,14.39,59.15,6.202282998,6.41,Moderate Rainfall,Yes,Low
"Kochi, Kerala",3/6/2024,29.59,71.17,0.883233427,7.99,Clear,Yes,Low
"Kota, Rajasthan",2/16/2024,33.33,25.84,11.2696486,8.71,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2/28/2024,37.85,48.64,7.807087766,11.9,Heavy Rainfall,No,Low
"Indore, Madhya Pradesh",4/8/2024,29.51,37.44,9.569041531,20.64,Heavy Rainfall,No,High
"Gandhar, Gujarat",4/4/2024,33.57,68.39,1.016309167,9.99,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",1/17/2024,24.36,61.44,5.58242754,10.37,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",1/12/2024,32.7,81.97,4.616575624,13.06,Moderate Rainfall,Yes,Low
Delhi,2/9/2024,13.57,35.42,3.019105822,23.65,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2/1/2024,-5.101322022,50.37278086,1.858086907,28.55959218,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",3/25/2024,31.36,75,7.703727457,18.41,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",3/14/2024,37.29,49.52,4.245103534,15.03,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",3/25/2024,19.29,56.84,5.470233822,11.72,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",4/15/2024,31.49,43.45,4.26563728,10.25,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",1/3/2024,32.42,63.47,2.605758476,15.81,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",1/18/2024,35.67,51.45,8.885282988,22.14,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",3/3/2024,37.5,62.57,6.771289437,12.72,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",3/6/2024,28.76,53.56,0.098438905,15.1,Clear,Yes,Low
"Bina, Madhya Pradesh",1/18/2024,33.67,38.52,10.75923733,16.34,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2/22/2024,28.54,55.96,7.153886237,12.62,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",5/7/2024,13.72,56.79,5.495068225,8.02,Moderate Rainfall,Yes,Low
"Kochi, Kerala",3/6/2024,30.32,93.29,4.756695589,15.99,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2/22/2024,28.61,46.26,2.077866907,11.11,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",1/6/2024,36.02,48.85,4.88291262,19.04,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",1/17/2024,35.41,36.43,5.072913908,21.91,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2/4/2024,28.61,64.35,1.943751157,19.55,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2/13/2024,32.16,42.83,1.655445624,13.53,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",3/27/2024,28.84,82.33,7.210239257,20.22,Heavy Rainfall,No,Low
Delhi,4/17/2024,39.34,59.76,3.524065289,17.9,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",4/20/2024,19.08415263,72.36372112,3.390006118,14.61568789,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",5/17/2024,29.98,72.8,4.620070904,19.82,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",3/19/2024,21.58,60.64,5.805851456,18.43,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",1/12/2024,32.72,38.61,7.106210593,16.66,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",4/20/2024,21.5,49.98,4.746058262,7.36,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",3/24/2024,22.82,67.33,7.89052471,9.49,Heavy Rainfall,No,Low
"Vijaipur, Madhya Pradesh",1/29/2024,35.52,47.8,4.34394607,17.46,Moderate Rainfall,Yes,High
"Kakinada, Andhra Pradesh",1/17/2024,28.88,66.1,9.003450091,17.72,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",1/28/2024,35.64,69.43,9.600516382,12.66,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",3/8/2024,31.44,60.27,8.259850264,19.52,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",4/30/2024,26.59,49.27,0.093872977,21.02,Other,Yes,Low
"Pata, Uttar Pradesh",1/6/2024,23.34,50.94,6.282360826,11.71,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2/21/2024,26.92,85.94,4.204891945,11.62,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",4/5/2024,26.67,31.07,3.086660416,6.94,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",4/27/2024,33.62,61.55,1.092408273,24.59,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",4/20/2024,37.01,36.19,7.963906476,13.83,Heavy Rainfall,No,Low
"Gandhar, Gujarat",4/9/2024,34.54,54.51,8.562405972,9.68,Heavy Rainfall,No,High
"Jamnagar, Gujarat",4/11/2024,28.58,64.11,8.636527706,11.7,Heavy Rainfall,No,High
"Mumbai, Maharashtra",4/5/2024,29.65,87.68,3.559588206,21.92,Moderate Rainfall,Yes,Low
Delhi,1/6/2024,34.97,39.31,5.07156751,23.17,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2/16/2024,-6.032848471,68.32050128,9.367468309,22.88131994,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",5/13/2024,33.09,87.97,9.503126795,10.81,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",5/5/2024,34.52,50.03,4.527846492,10.63,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",4/13/2024,27.25,36.79,1.61711032,13.61,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",1/17/2024,26.76,49.56,3.320749738,11.96,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",4/18/2024,30.71,70,8.433403969,13.33,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2/9/2024,21.99,57.16,4.542763521,25.69,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",5/13/2024,30.56,80.81,9.796264487,20.56,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",1/6/2024,26.37,43.75,7.0514908,10.4,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2/12/2024,27.34,36.87,4.597938776,17.35,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2/4/2024,30.4,45.25,2.390380316,21.43,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2/11/2024,21.04,67.31,1.372466193,4.82,Moderate Rainfall,Yes,Low
"Kochi, Kerala",4/12/2024,24.1,91.34,2.897695586,8.28,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",4/20/2024,28.45,37.11,7.218633565,14.19,Heavy Rainfall,No,Low
"Nagpur, Maharashtra",2/28/2024,24.39,50.06,9.162751683,21.38,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",4/15/2024,31.31,43.07,9.36647302,16.46,Heavy Rainfall,No,High
"Gandhar, Gujarat",3/8/2024,30.98,68.1,6.121395858,15.4,Moderate Rainfall,Yes,High
"Jamnagar, Gujarat",3/21/2024,37.38,45.75,3.766017979,14.45,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",5/14/2024,29.19,76.26,5.167170477,18.45,Moderate Rainfall,Yes,Low
Delhi,2/3/2024,36.54,58.09,5.953786986,21.18,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",4/25/2024,34.83691066,49.29994356,0.612908217,8.759507848,Clear,Yes,Low
"Chennai, Tamil Nadu",4/11/2024,27.11,87.33,9.725468732,17.63,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2/1/2024,29.51,34.78,0.169022119,8.09,Other,Yes,Low
"Agra, Uttar Pradesh",4/28/2024,24.37,43.96,6.835512242,9.37,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",5/16/2024,24.52,46.7,0.703676816,16.99,Clear,Yes,Low
"Hazira, Gujarat",2/10/2024,27.28,48.93,7.363547549,7.99,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",4/22/2024,37.79,58.51,4.019499976,28.27,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2/18/2024,36,76.12,1.979311101,21.93,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",1/17/2024,31.64,69.63,0.903913795,20.5,Clear,Yes,Low
"Bina, Madhya Pradesh",4/20/2024,32.67,57.93,0.413776676,24.77,Other,Yes,Low
"Bijaipur, Madhya Pradesh",3/31/2024,33.93,47.73,2.93118609,20.41,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2/9/2024,10.67,55.75,3.84353636,7.28,Moderate Rainfall,Yes,Low
"Kochi, Kerala",1/1/2024,31.94,72.27,0.787917723,12.27,Clear,Yes,Low
"Kota, Rajasthan",2/11/2024,27.46,25.09,9.975923879,10.81,Heavy Rainfall,No,High
"Nagpur, Maharashtra",4/15/2024,28.59,50.13,6.288694206,15.17,Moderate Rainfall,Yes,High
"Indore, Madhya Pradesh",2/15/2024,33.44,30.42,4.921214255,11.81,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",1/12/2024,25.89,68.57,7.387454566,11.43,Heavy Rainfall,No,High
"Jamnagar, Gujarat",4/7/2024,31.91,44.87,2.687004553,13.72,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",1/18/2024,31.76,84.01,8.311670861,21.75,Heavy Rainfall,No,High
Delhi,2/15/2024,26.78,44.37,5.307326318,24.41,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2/18/2024,19.90522974,35.19366461,5.099946252,27.16964401,Moderate Rainfall,Yes,High
"Chennai, Tamil Nadu",1/4/2024,28.37,72.56,6.640682579,17.35,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",1/20/2024,25.43,61.51,8.592959671,24.83,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",1/31/2024,20.37,38.46,1.488414286,11.43,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",4/24/2024,28.74,42.64,8.461567845,7.37,Heavy Rainfall,No,High
