Temperature,Wind speed,Rain in mm,Location,Work Suitability
25.32691453,5.820358441,101.8967532,Guwahati,No
30.1400528,9.181726975,31.45130293,Vijaipur,Yes
47.5797233,74.83158701,55.43466171,Vijaipur,No
18.73704177,10.43709268,44.14025364,Bangalore,Yes
39.32705944,80.15151453,73.93218671,Bangalore,No
18.18744508,1.519333521,63.04874493,Bangalore,No
36.29813257,10.56328077,78.96274841,Guwahati,No
22.6529808,6.755529237,104.1243996,Guwahati,No
17.12735526,3.069216693,97.18467206,Vijaipur,No
22.89233163,8.583273957,8.198871651,Bangalore,Yes
24.85081284,13.32569786,35.06317518,Vijaipur,Yes
39.81135197,53.41498987,70.043297,Bangalore,No
34.93806466,7.599802739,3.387533697,Vijaipur,Yes
35.11451302,7.482188084,12.5736272,Guwahati,Yes
28.91316419,4.829800556,73.13706567,Vijaipur,No
26.67706514,5.543313946,16.5858718,Vijaipur,Yes
22.01700964,3.8951954,54.12408422,Vijaipur,No
26.88076835,1.334429383,89.17668326,Guwahati,No
55.25962544,43.81542222,52.74236167,Guwahati,No
26.22938888,4.43685566,72.26823111,Bangalore,No
15.3546936,8.669576955,30.22280573,Bangalore,Yes
36.20042573,85.31375846,38.76922685,Guwahati,No
19.48286342,13.53480493,8.980295925,Vijaipur,Yes
45.0113371,39.26480897,25.25936342,Vijaipur,No
20.11660893,9.50802239,106.0714079,Guwahati,No
31.27888382,1.310374933,81.08223923,Guwahati,No
19.54661757,7.913706294,29.24122121,Guwahati,Yes
42.05085706,99.50364157,33.66294919,Bangalore,No
14.21217154,1.659531889,64.47755582,Guwahati,No
40.76356425,33.42334674,57.48541527,Vijaipur,No
23.41691331,9.040899648,99.05765008,Vijaipur,No
18.33619721,0.694655176,77.77667523,Vijaipur,No
25.5784048,9.332580773,25.25971833,Vijaipur,Yes
28.66612672,2.659999209,64.90086694,Guwahati,No
11.9081269,10.39043013,89.268369,Bangalore,No
25.47764873,9.999386821,76.19212536,Vijaipur,No
48.70439161,40.03409589,69.05995815,Vijaipur,No
48.87292043,58.53840471,66.36620306,Vijaipur,No
30.51393473,14.69896882,33.51401544,Vijaipur,Yes
42.40792264,47.81472684,44.42398695,Vijaipur,Yes
50.83975844,79.64040709,39.76071298,Bangalore,No
21.96196155,1.688544402,36.39565611,Vijaipur,Yes
20.96093831,4.056883938,40.62358453,Vijaipur,Yes
42.48626229,36.37300809,26.37911748,Vijaipur,Yes
31.78251655,3.982185971,73.20590427,Vijaipur,No
23.86572965,9.259480718,56.91826091,Bangalore,No
22.43968773,10.4719238,29.75963333,Guwahati,Yes
36.80148994,10.00797546,32.64053406,Bangalore,Yes
46.78023382,59.80441415,55.9931823,Vijaipur,No
42.76385746,64.45495224,48.19586157,Bangalore,No
32.11741919,11.38990437,21.50522597,Vijaipur,Yes
29.91412014,3.613746276,86.83950005,Bangalore,No
43.16373043,51.36996695,36.04388958,Guwahati,No
31.45610095,5.727754085,86.70450332,Guwahati,No
32.26488578,4.001368192,66.08249581,Bangalore,No
33.46973986,6.979033246,21.15053697,Bangalore,Yes
26.91176677,13.48870331,0.526954723,Vijaipur,Yes
17.08771881,15.42900324,68.01905864,Guwahati,No
17.07019515,5.384546803,55.64463385,Guwahati,No
49.61120093,97.49569801,78.99230997,Vijaipur,No
38.83258261,81.02321699,73.36811978,Guwahati,No
28.90872741,9.369434411,86.0058328,Vijaipur,No
50.1750152,43.60947389,27.13192656,Guwahati,No
24.36419246,9.070161815,70.8852174,Vijaipur,No
41.19077402,41.61861691,36.36865417,Bangalore,Yes
45.54216156,26.97250072,33.1015515,Guwahati,No
15.49797329,4.178811956,78.60940697,Bangalore,No
26.9473464,5.31851606,72.19171369,Bangalore,No
21.7341301,10.39363593,28.22221376,Guwahati,Yes
15.1381931,13.92880199,7.172621149,Guwahati,Yes
16.68605346,9.363390423,15.5879719,Guwahati,Yes
16.1745684,13.04903193,27.3254373,Bangalore,Yes
26.40091992,9.843736286,75.68270566,Guwahati,No
32.16797965,15.81408639,67.27080041,Bangalore,No
18.07483723,10.32086681,68.09983206,Guwahati,No
30.84536688,5.792826806,24.83327768,Vijaipur,Yes
25.86697264,7.553631112,73.95034419,Vijaipur,No
22.88524838,3.923599833,94.01446758,Guwahati,No
25.15099043,4.892578001,32.59200006,Guwahati,Yes
27.52133442,13.3870967,83.02516931,Vijaipur,No
23.35265567,0.943732646,22.43732956,Bangalore,Yes
31.06690577,7.164275222,57.78127209,Vijaipur,No
29.74284068,9.758999427,61.4836287,Bangalore,No
27.67730962,13.02895227,98.05277165,Bangalore,No
12.66875109,10.41684132,90.2336276,Vijaipur,No
33.25183597,10.65319093,5.705103841,Bangalore,Yes
32.68469456,4.70716024,17.97402566,Bangalore,Yes
21.90772793,10.67640558,92.71493405,Vijaipur,No
15.09454292,9.805457621,5.038453889,Vijaipur,Yes
22.27486374,8.444617889,13.0884745,Bangalore,Yes
40.78984014,92.72294268,22.40793372,Bangalore,No
31.50642833,5.836654027,56.78975377,Vijaipur,No
17.37320822,1.957560418,12.9767999,Vijaipur,Yes
22.71552456,6.874825341,93.16901329,Guwahati,No
44.68978117,43.49674729,57.83867612,Bangalore,No
23.76638182,12.74079436,10.48244135,Guwahati,Yes
30.51059968,2.619869918,86.39076808,Bangalore,No
11.43121739,12.20314255,7.892209377,Bangalore,Yes
32.1623713,3.62766972,50.75195929,Vijaipur,No
23.20403854,7.434879073,12.11590353,Vijaipur,Yes
16.12085951,8.877111154,103.3694253,Guwahati,No
46.04806044,68.17063317,32.32430416,Guwahati,No
15.14242622,11.37768051,72.82674342,Vijaipur,No
22.56592554,10.78807923,69.59299948,Bangalore,No
27.79627944,10.58262111,81.78459876,Vijaipur,No
20.14915445,2.152463365,59.87944152,Bangalore,No
51.91835503,53.16103615,73.20592395,Guwahati,No
47.94240855,77.40010935,37.8662036,Vijaipur,No
20.35827391,5.525860592,62.17376937,Vijaipur,No
24.44728933,7.689948501,75.78712138,Bangalore,No
23.04401321,9.33397178,101.1390694,Bangalore,No
26.64179838,6.089433804,45.65998571,Bangalore,Yes
24.36614997,13.77890936,39.44721224,Guwahati,Yes
22.82369417,15.03998285,74.0856267,Bangalore,No
40.80343138,95.26887118,95.29728748,Guwahati,No
51.58390347,68.00787926,70.4088554,Guwahati,No
24.73137385,8.38443474,19.32949891,Vijaipur,Yes
38.77426888,67.99713292,25.75846155,Guwahati,No
22.09302394,7.054262019,74.97452926,Bangalore,No
29.98039003,3.969193406,68.88893667,Bangalore,No
32.24530431,67.13757184,63.16248669,Guwahati,No
19.07404244,2.432667777,43.54222445,Vijaipur,Yes
36.29013917,58.41996402,42.583185,Guwahati,No
23.07584042,9.439868977,79.47965843,Vijaipur,No
14.91776653,2.706173306,25.62279376,Bangalore,Yes
51.38372928,40.89974915,49.98038147,Bangalore,No
23.18997576,2.89239296,25.05411213,Vijaipur,Yes
21.56161448,10.07819771,30.06546092,Bangalore,Yes
22.33024748,12.53352675,79.36235772,Guwahati,No
17.64376264,2.629302958,56.44170027,Bangalore,No
34.4069229,4.607191085,92.66230677,Bangalore,No
20.23448091,6.723888758,80.84806395,Vijaipur,No
41.6616175,48.40789696,84.2769783,Bangalore,No
29.32326933,8.105804253,48.92812397,Guwahati,Yes
36.61780411,8.771287018,14.75930536,Guwahati,Yes
35.29320846,90.00536473,22.95810613,Bangalore,No
22.10709728,2.253810185,18.37044926,Vijaipur,Yes
29.78500765,4.351409862,89.16299296,Guwahati,No
24.59923893,12.39389507,61.93262205,Bangalore,No
24.3122833,13.26783039,40.42496131,Bangalore,Yes
20.60447933,3.627286409,61.1301998,Guwahati,No
19.83799932,13.28010139,9.014357224,Vijaipur,Yes
27.96271845,4.563674813,17.10543745,Guwahati,Yes
24.80124577,0.924593208,32.82812729,Bangalore,Yes
32.15038769,4.687106766,72.34089602,Bangalore,No
27.45899018,5.721153918,4.030833901,Vijaipur,Yes
43.04957663,66.71778948,50.9711704,Bangalore,No
38.97898686,29.1195045,100.7051731,Guwahati,No
26.39639057,11.97487115,27.50113185,Bangalore,Yes
49.63019165,50.96934771,87.8227332,Vijaipur,No
31.13979095,10.09427029,7.21352024,Vijaipur,Yes
21.64527508,6.325452725,29.39295843,Bangalore,Yes
27.03558699,12.68608144,74.48080697,Bangalore,No
23.22915625,11.82276618,31.84631198,Guwahati,Yes
16.02921569,6.105513478,88.08442032,Guwahati,No
47.790753,97.14518933,57.86151155,Bangalore,No
46.63143249,68.19864616,55.7738406,Bangalore,No
33.3651516,13.5327239,83.55631822,Guwahati,No
21.61588092,13.78160943,36.07348668,Guwahati,Yes
21.14555179,2.424146373,59.76920823,Bangalore,No
37.05032269,15.09584593,5.089464472,Vijaipur,Yes
43.95384405,90.41568122,73.20884541,Bangalore,No
27.74042331,4.322775515,103.4150533,Bangalore,No
49.93904383,28.371472,83.73232527,Vijaipur,No
27.66669042,7.543714251,37.56704256,Vijaipur,Yes
18.18030517,8.213743942,95.43542788,Guwahati,No
19.96675576,7.730316224,7.368107096,Bangalore,Yes
26.30387314,11.77555697,59.77845939,Vijaipur,No
23.22708954,13.36084814,68.43381308,Vijaipur,No
37.95390264,56.98582928,39.2257162,Bangalore,No
30.53370998,6.297010344,2.22219355,Bangalore,Yes
33.93456562,16.43034181,70.25036899,Bangalore,No
19.98449943,10.48199664,63.34980416,Guwahati,No
27.84359137,1.288228423,40.1118067,Guwahati,Yes
23.59368619,3.213986518,11.58749848,Guwahati,Yes
15.07686769,14.14855089,30.01221195,Bangalore,Yes
40.54334226,70.12300139,35.88102368,Vijaipur,No
31.59728987,3.993726733,74.72174381,Bangalore,No
48.05324819,44.75985396,73.06250809,Vijaipur,No
30.04790918,4.74739414,105.4827464,Bangalore,No
35.61503298,7.400192765,8.065613268,Guwahati,Yes
19.62052594,14.12482834,11.51308975,Bangalore,Yes
34.21801538,62.25220952,28.67086439,Vijaipur,No
26.30897615,0,62.48769432,Vijaipur,No
28.80524354,2.937587058,64.27309005,Bangalore,No
15.83727227,3.427515194,71.26600391,Guwahati,No
31.65567377,9.642732169,58.54967278,Guwahati,No
31.07819778,5.593690337,70.29397593,Bangalore,No
40.84322106,93.44767043,8.158109353,Guwahati,No
34.64875077,7.393223268,6.87983543,Vijaipur,Yes
42.25758445,77.39714884,66.02287927,Guwahati,No
40.4935164,56.70383321,66.60651585,Vijaipur,No
32.66637943,8.816168285,75.06580677,Bangalore,No
26.95964859,10.40138145,11.14540732,Bangalore,Yes
20.42640585,3.889359938,13.60504555,Vijaipur,Yes
23.9686236,15.17221348,37.04848494,Guwahati,Yes
47.57057217,55.53119259,52.28892048,Guwahati,No
25.09929821,10.42318321,31.96405949,Guwahati,Yes
29.36230256,4.765213414,53.55609433,Guwahati,No
49.92563698,78.19240701,44.69839206,Bangalore,No
21.63343766,7.382983199,72.24520697,Guwahati,No
28.15617372,4.840723242,28.82413936,Guwahati,Yes
30.15164497,4.158044741,73.65659577,Bangalore,No
23.41814365,6.654082623,14.97939808,Vijaipur,Yes
23.1482498,11.90980496,0.661753531,Vijaipur,Yes
48.33628503,42.79902163,57.83854245,Guwahati,No
21.17014376,12.2257795,32.15480527,Bangalore,Yes
32.24452932,7.945135252,84.1480185,Guwahati,No
28.32611835,2.382269837,43.38278002,Vijaipur,Yes
32.47719073,10.49063494,28.97298012,Bangalore,Yes
47.54562814,60.06964125,95.64678356,Bangalore,No
16.82302982,9.789945007,0,Vijaipur,Yes
30.83366258,3.883667712,54.16111588,Guwahati,No
36.9234486,9.761023668,78.77087834,Bangalore,No
24.96927891,7.298720335,52.4137198,Bangalore,No
20.35715191,15.06761069,11.10442194,Guwahati,Yes
29.41962044,13.3977198,28.80791375,Guwahati,Yes
17.87079587,13.49345399,51.73807865,Vijaipur,No
16.33444964,1.791547207,6.109140693,Guwahati,Yes
46.09364657,92.35170313,44.33802786,Guwahati,No
30.22991092,2.191788034,46.22303221,Vijaipur,Yes
38.13990676,94.39880266,81.46244214,Bangalore,No
41.99159971,73.89789673,29.25267318,Vijaipur,No
27.14854845,12.50123715,81.09569911,Guwahati,No
34.33878815,7.234090806,29.24534025,Guwahati,Yes
17.11496755,8.810051071,77.85008285,Vijaipur,No
28.09688773,1.23212811,43.58590611,Guwahati,Yes
34.0744622,7.38884398,25.45491932,Bangalore,Yes
44.06704205,52.47055078,59.71146614,Guwahati,No
15.40125175,6.355586015,17.66876033,Guwahati,Yes
37.36736184,28.08826694,20.78338046,Vijaipur,Yes
29.98529003,1.733407895,0,Guwahati,Yes
21.3089091,12.62685325,52.55355122,Bangalore,No
17.34335521,10.72441176,73.54521738,Guwahati,No
35.63272943,88.96712922,51.87201888,Bangalore,No
33.88108852,4.75249504,53.72617654,Bangalore,No
39.03949634,33.12338477,50.67736622,Guwahati,No
23.1163348,2.657442307,38.41811949,Vijaipur,Yes
29.46936246,5.019069882,76.94037585,Vijaipur,No
15.55138923,4.813311013,94.74551981,Vijaipur,No
16.62178545,5.377424576,38.34984379,Vijaipur,Yes
32.19321766,5.609124763,14.91290271,Guwahati,Yes
42.36310636,82.26437348,28.29342949,Guwahati,No
45.49695829,38.8886569,87.20762283,Vijaipur,No
22.2176132,16.86693093,15.70254394,Guwahati,Yes
44.2340411,95.29851138,85.91681951,Bangalore,No
23.63486865,9.647305458,12.29198982,Bangalore,Yes
46.16555648,49.79631865,94.28101084,Bangalore,No
13.21696035,13.89927102,92.36707249,Vijaipur,No
28.35220034,8.403403302,58.37620943,Guwahati,No
27.79402133,11.18312963,72.93643378,Guwahati,No
46.74595726,83.92385662,29.72077231,Guwahati,No
37.38835201,45.49190432,42.1697588,Guwahati,Yes
41.72831189,45.34156801,76.52839154,Guwahati,No
33.4216456,2.169140769,12.02628908,Bangalore,Yes
40.99623721,91.1318676,18.50207167,Guwahati,No
49.92038262,77.44185656,89.62209735,Vijaipur,No
18.97083395,2.4719121,34.57096407,Bangalore,Yes
31.47473888,13.6579063,87.16825021,Guwahati,No
17.13461937,8.365255724,60.32917999,Guwahati,No
24.88511555,3.454024568,5.769006343,Bangalore,Yes
30.70408943,3.557386438,29.89065106,Guwahati,Yes
24.3350819,12.56475935,52.04586265,Vijaipur,No
21.05285872,9.367573795,101.2645869,Vijaipur,No
38.948826,63.5404272,97.85243931,Guwahati,No
39.49379301,69.26176754,54.74007565,Guwahati,No
22.99264785,0.451872589,56.52746756,Vijaipur,No
22.39396437,7.328764553,57.46523678,Guwahati,No
24.87231097,6.278838426,11.57508731,Vijaipur,Yes
26.85293323,8.050776492,13.92046249,Bangalore,Yes
20.43859341,5.675524157,6.910994106,Vijaipur,Yes
48.22594784,51.82526498,60.80559444,Bangalore,No
37.21458243,70.56248539,37.35937576,Guwahati,No
16.77862506,1.390267294,63.8763829,Vijaipur,No
52.13972215,69.43241193,22.44160005,Vijaipur,No
15.50555103,3.473532246,8.257788923,Vijaipur,Yes
38.25021603,54.02316519,88.97739441,Vijaipur,No
21.67511955,6.624025798,67.9839834,Vijaipur,No
25.68664864,4.066825033,77.46462724,Guwahati,No
41.0105111,38.30281276,54.44803959,Vijaipur,No
49.74569634,46.3959769,29.36212418,Vijaipur,No
42.23638299,90.25350875,41.71555212,Guwahati,No
33.90064985,4.075395312,26.05374833,Bangalore,Yes
21.76379893,3.060279089,3.059435167,Vijaipur,Yes
31.29871856,11.29504761,26.3435863,Guwahati,Yes
29.14483197,4.774164578,3.741049429,Vijaipur,Yes
51.64980942,68.13098761,47.84906732,Bangalore,No
41.04021937,64.13919312,17.54064798,Vijaipur,No
19.68205972,9.985299393,7.670570036,Vijaipur,Yes
24.02279175,13.78038263,22.67329139,Bangalore,Yes
34.75029773,2.475273851,92.26217192,Guwahati,No
34.85843131,14.03520689,81.68607977,Bangalore,No
17.50474024,8.674237689,0,Bangalore,Yes
26.2044049,1.384179429,50.65191032,Vijaipur,No
29.59084764,13.77489874,65.57525728,Bangalore,No
40.45531254,67.01538423,58.9808094,Bangalore,No
28.48905982,0.685467074,46.20337414,Guwahati,Yes
22.02016593,13.74882574,51.12105109,Bangalore,No
17.68832037,3.087126039,62.21564709,Bangalore,No
29.43074535,1.021195271,17.16124946,Guwahati,Yes
49.13349859,24.82081635,24.64191455,Bangalore,No
37.01343119,71.99008904,22.29827243,Bangalore,No
21.40762371,2.116571861,0,Vijaipur,Yes
40.84426963,63.00123404,34.44936098,Guwahati,No
12.93969908,11.07901122,49.00752178,Vijaipur,Yes
30.59654219,8.362874054,30.28043764,Guwahati,Yes
16.05692558,7.833342228,75.03865133,Guwahati,No
29.61335121,4.294194008,62.28896858,Guwahati,No
16.25690983,1.298819221,75.28226454,Guwahati,No
26.84492836,14.91579335,98.17234437,Guwahati,No
28.7918443,3.755279573,87.22898459,Guwahati,No
39.39762014,84.97429607,29.98055659,Vijaipur,No
27.75724778,8.063251877,98.90945134,Bangalore,No
24.50725378,9.301493175,90.7981449,Bangalore,No
20.25081824,15.20420157,4.582427677,Bangalore,Yes
45.71199775,47.1668205,76.1454128,Bangalore,No
21.59097364,7.764739139,75.44559953,Guwahati,No
30.66113662,6.864377207,71.01578705,Vijaipur,No
20.96144463,10.56623692,94.07706866,Bangalore,No
28.7093935,13.10657706,70.30084416,Guwahati,No
28.26642941,10.58304949,71.09152627,Bangalore,No
26.14681918,5.047498066,66.80146205,Bangalore,No
19.62924206,14.72752729,28.80406855,Vijaipur,Yes
43.18681241,33.12725488,102.7119989,Guwahati,No
36.08393232,27.8540715,91.41810919,Guwahati,No
44.19532001,88.02823517,95.49974829,Bangalore,No
42.18857342,47.09975251,59.98707346,Guwahati,No
49.76716892,68.9141525,62.68344474,Guwahati,No
19.03303655,9.564412842,0,Guwahati,Yes
33.63587848,11.59265519,70.62225541,Bangalore,No
47.80168713,47.69137163,33.97156033,Vijaipur,No
17.62646485,13.53993948,90.14528807,Bangalore,No
30.58303257,4.314904309,4.682005601,Vijaipur,Yes
30.46542287,2.814160372,51.13171492,Bangalore,No
21.07579994,1.721403112,10.03213945,Guwahati,Yes
24.18145788,3.934142633,90.90783947,Bangalore,No
44.61249373,53.63080442,69.6295391,Guwahati,No
37.07073956,8.219837622,7.49661092,Vijaipur,Yes
36.98004769,12.03156637,7.261306241,Bangalore,Yes
48.60665812,62.19828332,93.40395729,Bangalore,No
16.38358293,7.258822932,9.310704044,Bangalore,Yes
36.47887244,39.48038128,85.89275277,Guwahati,No
30.53609643,9.951470679,49.87366427,Vijaipur,Yes
44.63226381,82.40690463,73.04493602,Guwahati,No
18.95254964,10.12901652,57.62751005,Bangalore,No
19.57613087,11.53426391,40.25578257,Bangalore,Yes
16.19848489,1.65889782,75.48133035,Guwahati,No
32.47115016,5.611942623,38.91795848,Vijaipur,Yes
28.04755442,2.976948475,95.10895216,Bangalore,No
35.26112086,15.92021822,96.31674374,Vijaipur,No
17.25731096,13.81631581,54.06050013,Guwahati,No
35.88394786,93.55694391,34.86287546,Guwahati,No
34.20859448,12.69578317,0,Guwahati,Yes
47.15953821,56.10681648,67.12475632,Guwahati,No
26.76185084,13.50210429,52.2506147,Vijaipur,No
21.53770623,10.39424776,80.30859155,Bangalore,No
32.09011773,11.84408314,79.62367527,Bangalore,No
40.56372256,40.37814688,29.72265022,Bangalore,Yes
28.43715337,9.339313229,57.2536903,Guwahati,No
24.84597263,10.65363617,39.81185868,Guwahati,Yes
43.16211727,95.30103329,10.60253123,Guwahati,No
29.80496087,3.524329434,68.20138712,Guwahati,No
29.97926243,3.532143279,67.84394688,Bangalore,No
24.49770373,7.824354146,42.28208445,Guwahati,Yes
24.63039727,12.19810277,27.87288488,Vijaipur,Yes
16.50736941,2.595736042,98.48496105,Vijaipur,No
34.55475834,3.014348617,85.42372537,Guwahati,No
13.10025354,12.74973072,40.53858151,Guwahati,Yes
32.80025166,5.318958141,33.13910745,Vijaipur,Yes
21.5966584,7.602001724,7.989659998,Vijaipur,Yes
14.49914155,11.46701053,26.88109621,Vijaipur,Yes
25.28420392,2.799606012,93.24169742,Guwahati,No
40.47798234,27.58139793,43.03168558,Guwahati,Yes
50.18611644,45.20766659,28.00131354,Vijaipur,No
47.60081196,64.60459858,21.74850657,Vijaipur,No
22.62670679,5.279803897,50.18806789,Bangalore,No
33.00870296,10.97314883,16.5551722,Guwahati,Yes
34.94716012,59.03277973,80.06560153,Vijaipur,No
36.84418164,8.831090024,70.8623553,Vijaipur,No
28.30686688,4.738373252,85.6190085,Bangalore,No
45.62564073,57.71829365,85.96411531,Guwahati,No
43.20453868,46.08665962,52.78029678,Guwahati,No
19.65782136,8.724140971,12.24966202,Vijaipur,Yes
36.58715941,47.11399198,84.46427833,Vijaipur,No
22.98350569,2.988892511,58.65193907,Guwahati,No
24.28816426,13.98973131,79.18741088,Guwahati,No
37.61893949,77.69964415,87.54205183,Guwahati,No
19.18173046,2.534164923,56.92427681,Vijaipur,No
26.47758386,8.626178646,93.3301713,Bangalore,No
35.02011754,13.98210329,37.65661232,Vijaipur,Yes
38.18392403,75.32177364,68.30425698,Bangalore,No
25.85847867,3.316602787,14.13274746,Bangalore,Yes
23.20560812,3.951969237,50.04100164,Vijaipur,No
32.19303721,5.768020455,96.36984584,Bangalore,No
24.16101533,5.322924109,61.6338398,Bangalore,No
28.39217699,8.145197702,19.49797631,Bangalore,Yes
28.74218559,5.230167558,0,Guwahati,Yes
45.77804333,33.08129831,94.37348639,Vijaipur,No
25.82469854,8.971221159,21.33691975,Guwahati,Yes
17.09910903,6.620881157,74.82574646,Vijaipur,No
19.95010009,0.755503646,82.49899853,Bangalore,No
36.86293461,51.62028137,45.16160217,Vijaipur,No
26.98578562,2.44037815,6.089613408,Guwahati,Yes
17.71063098,2.02879632,70.3477365,Bangalore,No
48.07605454,67.47732962,75.06857474,Bangalore,No
19.38602371,10.16825588,30.4817903,Bangalore,Yes
27.45758604,13.64216811,39.50622967,Bangalore,Yes
45.03441969,50.54100476,88.07964817,Vijaipur,No
38.29336169,50.51393634,56.57432692,Guwahati,No
38.43273463,99.10722668,20.49866095,Guwahati,No
31.72178199,3.910740057,73.68148459,Vijaipur,No
29.10537908,11.95479801,64.45995066,Guwahati,No
43.12681363,39.73996925,21.62059452,Bangalore,Yes
52.57973953,51.01359621,87.45926627,Vijaipur,No
24.74094546,12.12050034,48.44884799,Guwahati,Yes
14.2126317,10.37237276,91.57327153,Vijaipur,No
23.49199372,7.526067039,95.89209629,Bangalore,No
22.90164832,4.858027341,100.1518128,Guwahati,No
47.11699948,37.0439178,25.53157305,Guwahati,No
13.30486663,10.17717653,73.06586848,Bangalore,No
30.03469036,12.24495689,104.0767774,Guwahati,No
24.03527875,1.614879142,60.21453672,Vijaipur,No
25.38881707,4.1568911,90.976233,Bangalore,No
20.35708635,1.48344847,5.618820877,Guwahati,Yes
20.98702867,13.79120342,64.26160778,Vijaipur,No
15.80349145,9.586152951,76.46733281,Bangalore,No
32.24139771,15.71004712,34.84517277,Vijaipur,Yes
26.16434147,4.686642939,10.10100369,Guwahati,Yes
22.76830692,7.544839204,58.01082048,Vijaipur,No
22.87105577,14.57520574,22.7349381,Guwahati,Yes
32.91488877,13.1894383,66.33166878,Guwahati,No
30.66806752,5.611370836,72.79949659,Vijaipur,No
23.69878672,10.10537212,83.6375663,Guwahati,No
18.47134891,13.60694348,104.4128294,Bangalore,No
18.6089991,10.87969346,28.65315461,Vijaipur,Yes
48.64847889,50.61048778,37.26563092,Bangalore,No
44.80547193,95.98727171,66.09757014,Bangalore,No
17.94220315,10.64452561,25.03050355,Vijaipur,Yes
33.86393675,97.36260953,94.34954142,Guwahati,No
31.87102779,3.666426712,30.54896607,Bangalore,Yes
45.80498731,39.86613268,32.0312329,Vijaipur,No
43.15407777,97.71760167,89.32961371,Guwahati,No
38.4545799,44.39827634,76.27797857,Guwahati,No
32.26217208,43.75341788,34.20048559,Vijaipur,Yes
27.74684728,5.523282911,1.696369205,Guwahati,Yes
44.3360337,50.07373071,71.65147221,Vijaipur,No
14.48614238,4.490732208,80.82317115,Guwahati,No
29.77993609,11.9027307,63.27870014,Guwahati,No
33.10103044,1.384119352,0,Guwahati,Yes
26.71712063,7.051863671,17.68627716,Bangalore,Yes
34.24757473,10.52665044,11.22911467,Bangalore,Yes
42.78138326,71.17473726,42.43671997,Vijaipur,No
16.80352225,6.845457983,50.39952802,Bangalore,No
45.23069593,76.2226322,18.88366328,Bangalore,No
21.92125572,5.373909476,70.07832367,Bangalore,No
26.5973089,8.46109869,12.83489141,Bangalore,Yes
26.62176877,4.609728978,19.62132247,Bangalore,Yes
23.65481467,10.22063978,54.42493858,Guwahati,No
10.69364681,6.019040217,66.47692272,Guwahati,No
20.29923752,3.106085224,48.88820809,Guwahati,Yes
47.23793369,41.37154371,50.20467211,Bangalore,No
21.87008408,7.123045732,62.51126696,Vijaipur,No
28.76103123,8.89470757,27.60941515,Guwahati,Yes
26.58296299,9.061184722,47.18960947,Bangalore,Yes
26.9904025,3.847520814,51.8994428,Vijaipur,No
25.99770085,3.409082983,68.10022764,Guwahati,No
27.74537454,4.859433297,34.84628955,Vijaipur,Yes
36.73360384,26.03229027,84.96307645,Guwahati,No
20.02168146,4.42526583,0,Vijaipur,Yes
15.39716089,9.236487381,73.3649595,Bangalore,No
41.68691276,79.24019396,86.32962909,Vijaipur,No
24.09849578,3.344980313,31.28704818,Bangalore,Yes
33.70043679,7.349134925,38.34396468,Bangalore,Yes
27.60665732,11.01376828,23.45427599,Guwahati,Yes
28.68437923,5.387483526,51.5469224,Bangalore,No
27.82640942,12.7650792,88.66770576,Guwahati,No
33.68464478,8.869300666,9.387729013,Guwahati,Yes
22.33298091,13.4946027,70.35090859,Vijaipur,No
15.39327181,12.79899439,13.07598333,Vijaipur,Yes
14.37079572,1.603465158,16.85674148,Bangalore,Yes
15.71130738,0.577936303,19.76750816,Vijaipur,Yes
17.22618406,4.536560695,23.52927149,Bangalore,Yes
29.71129541,4.217021353,74.94752252,Bangalore,No
34.79171126,1.402887521,70.4694924,Bangalore,No
24.53669235,12.78996084,93.91691965,Guwahati,No
48.47816901,64.68741293,31.49814257,Vijaipur,No
32.28928128,12.1998676,47.17356046,Vijaipur,Yes
17.79455961,3.812079421,49.18169791,Guwahati,Yes
30.5159131,3.135126821,94.48210391,Bangalore,No
24.36508739,11.09348771,87.55484549,Guwahati,No
43.86400114,36.13490527,62.14857416,Bangalore,No
